Id┇Type=Int;Name=Id;Collection=None;Key=A;Out=2;IDType=101;Split=;Doc=HSR装备基础信息		Name┇Type=String;Name=Name;Collection=None;Key=B;Out=0	Type┇Type=EquipmentPartType;Name=Type;Collection=None;Key=C;Out=2	Quality┇Type=QualityType;Name=Quality;Collection=None;Key=D;Out=2	Group┇Type=Int;Name=Group;Collection=None;Key=E;Out=2	Super┇Type=Bool;Name=Super;Collection=None;Key=F;Out=2	Icon┇Type=String;Name=Icon;Collection=None;Key=G;Out=0	Desc┇Type=String;Name=Desc;Collection=None;Key=H;Out=0	Suits┇Type=HSRSuit;Name=Suits;Collection=List;Key=I;Out=0	SellPrice┇Type=Int;Name=SellPrice;Collection=None;Key=J;Out=2	UseMods┇Type=PlayerMod;Name=UseMods;Collection=List;Key=K;Out=0	SourceJumps┇Type=CurrencyJump;Name=SourceJumps;Collection=List;Key=L;Out=0
1017021	勇气头盔（红色）	EquipName_1014021	0	7	121	0	ui://2opvcgqb9m1r3c7			0	10431	
1017022	勇气胸甲（红色）	EquipName_1014022	2	7	122	0	ui://2opvcgqb9m1r3c9			0		
1017023	勇气手套（红色）	EquipName_1014023	4	7	123	0	ui://2opvcgqb9m1r3c8			0	10433	
1017024	勇气腰带（红色）	EquipName_1014024	5	7	124	0	ui://2opvcgqb9m1r39k			0		
1017025	勇气裤子（红色）	EquipName_1014025	6	7	125	0	ui://2opvcgqb9m1r3c5			0	10432	
1017026	勇气鞋子（红色）	EquipName_1014026	7	7	126	0	ui://2opvcgqb9m1r3c3			0		
1017027	铁箍护腕（红色）	EquipName_1014027	3	7	127	0	ui://2opvcgqb9m1r3ca			0	10434	
1017028	狮心吊坠（红色）	EquipName_1014028	1	7	128	0	ui://2opvcgqb9m1r3c6			0	10435	
1017029	誓言指环（红色）	EquipName_1014029	8	7	129	0	ui://2opvcgqb9m1r3c4			0		
1017031	无畏头盔（红色）	EquipName_1015031	0	7	131	0	ui://2opvcgqbdweg2ye			0	10511	
1017032	无畏胸甲（红色）	EquipName_1015032	2	7	132	0	ui://2opvcgqbdweg2yg			0		
1017033	无畏手套（红色）	EquipName_1015033	4	7	133	0	ui://2opvcgqbdweg2yf			0	10513	
1017034	无畏腰带（红色）	EquipName_1015034	5	7	134	0	ui://2opvcgqbdweg2z5			0		
1017035	无畏裤子（红色）	EquipName_1015035	6	7	135	0	ui://2opvcgqbdweg2yc			0	10512	
1017036	无畏鞋子（红色）	EquipName_1015036	7	7	136	0	ui://2opvcgqbdweg2ya			0		
1017037	铁壁护腕（红色）	EquipName_1015037	3	7	137	0	ui://2opvcgqbdweg2z4			0	10514	
1017038	狮鹫徽记（红色）	EquipName_1015038	1	7	138	0	ui://2opvcgqbdweg2yd			0	10515	
1017039	不屈指环（红色）	EquipName_1015039	8	7	139	0	ui://2opvcgqbdweg2yb			0		
1017041	湮灭头盔（红色）	EquipName_1015041	0	7	141	0	ui://2opvcgqb9m1r3d9			0	10521	
1017042	湮灭胸甲（红色）	EquipName_1015042	2	7	142	0	ui://2opvcgqb9m1r3cw			0		
1017043	湮灭手套（红色）	EquipName_1015043	4	7	143	0	ui://2opvcgqb9m1r3cv			0	10523	
1017044	湮灭腰带（红色）	EquipName_1015044	5	7	144	0	ui://2opvcgqb9m1r3cy			0		
1017045	湮灭裤子（红色）	EquipName_1015045	6	7	145	0	ui://2opvcgqb9m1r3cs			0	10522	
1017046	湮灭鞋子（红色）	EquipName_1015046	7	7	146	0	ui://2opvcgqb9m1r3cq			0		
1017047	暗蚀护腕（红色）	EquipName_1015047	3	7	147	0	ui://2opvcgqb9m1r3cx			0	10524	
1017048	虚空之眼（红色）	EquipName_1015048	1	7	148	0	ui://2opvcgqb9m1r3cu			0	10525	
1017049	凋零指环（红色）	EquipName_1015049	8	7	149	0	ui://2opvcgqb9m1r3cr			0		
1017051	近卫头盔（红色）	EquipName_1015051	0	7	151	0	ui://2opvcgqb9m1r3bf		2	0	10531	
1017052	近卫胸甲（红色）	EquipName_1015052	2	7	152	0	ui://2opvcgqb9m1r3bg		2	0		
1017053	近卫手套（红色）	EquipName_1015053	4	7	153	0	ui://2opvcgqb9m1r3cc		2	0	10533	
1017054	近卫腰带（红色）	EquipName_1015054	5	7	154	0	ui://2opvcgqb9m1r3cg		2	0		
1017055	近卫裤子（红色）	EquipName_1015055	6	7	155	0	ui://2opvcgqb9m1r3ae		2	0	10532	
1017056	近卫鞋子（红色）	EquipName_1015056	7	7	156	0	ui://2opvcgqb9m1r3ac		2	0		
1017057	鸢盾护腕（红色）	EquipName_1015057	3	7	157	0	ui://2opvcgqb9m1r3cf		17	0	10534	
1017058	守护徽章（红色）	EquipName_1015058	1	7	158	0	ui://2opvcgqb9m1r3ag		17	0	10535	
1017059	忠诚指环（红色）	EquipName_1015059	8	7	159	0	ui://2opvcgqb9m1r3ad		17	0		
1017061	星术师帽子（红色）	EquipName_1016061	0	7	161	0	ui://2opvcgqb9m1r3bp			0	10441	
1017062	星术师胸甲（红色）	EquipName_1016062	2	7	162	0	ui://2opvcgqb9m1r3br			0		
1017063	星术师手套（红色）	EquipName_1016063	4	7	163	0	ui://2opvcgqb9m1r3bq			0	10443	
1017064	星术师腰带（红色）	EquipName_1016064	5	7	164	0	ui://2opvcgqb9m1r3bt			0		
1017065	星术师裤子（红色）	EquipName_1016065	6	7	165	0	ui://2opvcgqb9m1r3bn			0	10442	
1017066	星术师鞋子（红色）	EquipName_1016066	7	7	166	0	ui://2opvcgqb9m1r3bl			0		
1017067	星辉护腕（红色）	EquipName_1016067	3	7	167	0	ui://2opvcgqb9m1r3bs			0	10444	
1017068	星轨吊坠（红色）	EquipName_1016068	1	7	168	0	ui://2opvcgqb9m1r3bo			0	10445	
1017069	占星指环（红色）	EquipName_1016069	8	7	169	0	ui://2opvcgqb9m1r3bm			0		
1017070	星术师披风（红色）	EquipName_1016070	9	7	170	0	ui://2opvcgqbkry03eo			0	10446	
1017071	虚空头盔（红色）	EquipName_1016071	0	7	171	0	ui://2opvcgqb9m1r3bv			0	10451	
1017072	虚空胸甲（红色）	EquipName_1016072	2	7	172	0	ui://2opvcgqb9m1r3bi			0		
1017073	虚空手套（红色）	EquipName_1016073	4	7	173	0	ui://2opvcgqb9m1r3bh			0	10453	
1017074	虚空腰带（红色）	EquipName_1016074	5	7	174	0	ui://2opvcgqb9m1r3bk			0		
1017075	虚空裤子（红色）	EquipName_1016075	6	7	175	0	ui://2opvcgqb9m1r3ct			0	10452	
1017076	虚空鞋子（红色）	EquipName_1016076	7	7	176	0	ui://2opvcgqb9m1r3d8			0		
1017077	虚无缠腕（红色）	EquipName_1016077	3	7	177	0	ui://2opvcgqb9m1r3bj			0	10454	
1017078	虚空之瞳（红色）	EquipName_1016078	1	7	178	0	ui://2opvcgqb9m1r3cd			0	10455	
1017079	暗界指环（红色）	EquipName_1016079	8	7	179	0	ui://2opvcgqb9m1r3ce			0		
1017081	审判头盔（红色）	EquipName_1016081	0	7	181	0	ui://2opvcgqbdweg2y5			0	10611	
1017082	审判胸甲（红色）	EquipName_1016082	2	7	182	0	ui://2opvcgqbdweg2y8			0		
1017083	审判手套（红色）	EquipName_1016083	4	7	183	0	ui://2opvcgqbdweg2y6			0	10613	
1017084	审判腰带（红色）	EquipName_1016084	5	7	184	0	ui://2opvcgqbdweg2y9			0		
1017085	审判裤子（红色）	EquipName_1016085	6	7	185	0	ui://2opvcgqbdweg2y3			0	10612	
1017086	审判鞋子（红色）	EquipName_1016086	7	7	186	0	ui://2opvcgqbdweg2y1			0		
1017087	律法护腕（红色）	EquipName_1016087	3	7	187	0	ui://2opvcgqbdweg2yh			0	10614	
1017088	裁决天秤（红色）	EquipName_1016088	1	7	188	0	ui://2opvcgqbdweg2y4			0	10615	
1017089	公正指环（红色）	EquipName_1016089	8	7	189	0	ui://2opvcgqbdweg2y2			0		
1017090	审判披风（红色）	EquipName_1016090	9	7	190	0	ui://2opvcgqbkry03eq			0	10616	
1017091	血法头盔（红色）	EquipName_1016091	0	7	191	0	ui://2opvcgqbdweg2yj		3	0	10621	
1017092	血法胸甲（红色）	EquipName_1016092	2	7	192	0	ui://2opvcgqbdweg2y7		3	0		
1017093	血法手套（红色）	EquipName_1016093	4	7	193	0	ui://2opvcgqbdweg2yi		3	0	10623	
1017094	血法腰带（红色）	EquipName_1016094	5	7	194	0	ui://2opvcgqbdweg2y0		3	0		
1017095	血法裤子（红色）	EquipName_1016095	6	7	195	0	ui://2opvcgqbdweg2z3		3	0	10622	
1017096	血法鞋子（红色）	EquipName_1016096	7	7	196	0	ui://2opvcgqbdweg2z1		3	0	10624	
1017097	血缚护腕（红色）	EquipName_1016097	3	7	197	0	ui://2opvcgqbdweg2xz		18	0	10625	
1017098	噬血魂坠（红色）	EquipName_1016098	1	7	198	0	ui://2opvcgqbdweg2yk		18	0		
1017099	血誓指环（红色）	EquipName_1016099	8	7	199	0	ui://2opvcgqbdweg2z2		18	0		
1017101	领主头盔（红色）	EquipName_1016101	0	7	201	0	ui://2opvcgqb9m1r3au		4	0	10641	
1017102	领主胸甲（红色）	EquipName_1016102	2	7	202	0	ui://2opvcgqb9m1r3aw		4	0		
1017103	领主手套（红色）	EquipName_1016103	4	7	203	0	ui://2opvcgqb9m1r3av		4	0	10643	
1017104	领主腰带（红色）	EquipName_1016104	5	7	204	0	ui://2opvcgqb9m1r3bd		4	0		
1017105	领主裤子（红色）	EquipName_1016105	6	7	205	0	ui://2opvcgqb9m1r3as		4	0	10642	
1017106	领主鞋子（红色）	EquipName_1016106	7	7	206	0	ui://2opvcgqb9m1r3aq		4	0		
1017107	威仪臂铠（红色）	EquipName_1016107	3	7	207	0	ui://2opvcgqb9m1r3ay		19	0	10644	
1017108	权柄坠饰（红色）	EquipName_1016108	1	7	208	0	ui://2opvcgqb9m1r3at		19	0	10645	
1017109	权玺指环（红色）	EquipName_1016109	8	7	209	0	ui://2opvcgqb9m1r3ar		19	0		
1017110	领主披风（红色）	EquipName_1016110	9	7	210	0	ui://2opvcgqbkry03es			0	10646	
1017111	伯爵头盔（红色）	EquipName_1017111	0	7	211	0	ui://2opvcgqb9m1r3a7		5	0	10631	
1017112	伯爵胸甲（红色）	EquipName_1017112	2	7	212	0	ui://2opvcgqb9m1r3a9		5	0	10633	
1017113	伯爵手套（红色）	EquipName_1017113	4	7	213	0	ui://2opvcgqb9m1r3a8		5	0	10632	
1017114	伯爵腰带（红色）	EquipName_1017114	5	7	214	0	ui://2opvcgqb9m1r3ab		5	0		
1017115	伯爵裤子（红色）	EquipName_1017115	6	7	215	0	ui://2opvcgqb9m1r3a5		5	0	10634	
1017116	伯爵鞋子（红色）	EquipName_1017116	7	7	216	0	ui://2opvcgqb9m1r3a3		5	0	10635	
1017117	永夜裹腕（红色）	EquipName_1017117	3	7	217	0	ui://2opvcgqb9m1r3aa		20	0		
1017118	永夜蔷薇（红色）	EquipName_1017118	1	7	218	0	ui://2opvcgqb9m1r3a6		20	0		
1017119	猩红徽记（红色）	EquipName_1017119	8	7	219	0	ui://2opvcgqb9m1r3a4		20	0		
1017121	狼人头盔（红色）	EquipName_1017121	0	7	221	0	ui://2opvcgqb9m1r3cl		6	0	10501	
1017122	狼人胸甲（红色）	EquipName_1017122	2	7	222	0	ui://2opvcgqb9m1r3cn		6	0	10503	
1017123	狼人手套（红色）	EquipName_1017123	4	7	223	0	ui://2opvcgqb9m1r3cm		6	0	10502	
1017124	狼人腰带（红色）	EquipName_1017124	5	7	224	0	ui://2opvcgqb9m1r3cp		6	0		
1017125	狼人裤子（红色）	EquipName_1017125	6	7	225	0	ui://2opvcgqb9m1r3cj		6	0	10504	
1017126	狼人鞋子（红色）	EquipName_1017126	7	7	226	0	ui://2opvcgqb9m1r3ch		6	0		
1017127	狂化臂缚（红色）	EquipName_1017127	3	7	227	0	ui://2opvcgqb9m1r3co		21	0		
1017128	满月之嚎（红色）	EquipName_1017128	1	7	228	0	ui://2opvcgqb9m1r3ck		21	0		
1017129	月契之戒（红色）	EquipName_1017129	8	7	229	0	ui://2opvcgqb9m1r3ci		21	0		
1017131	忍者兜帽（红色）	EquipName_1017131	0	7	231	0	ui://2opvcgqb9m1r3by		7	0	10421	
1017132	忍者胸甲（红色）	EquipName_1017132	2	7	232	0	ui://2opvcgqb9m1r3c0		7	0	10423	
1017133	忍者手套（红色）	EquipName_1017133	4	7	233	0	ui://2opvcgqb9m1r3bz		7	0	10422	
1017134	忍者腰带（红色）	EquipName_1017134	5	7	234	0	ui://2opvcgqb9m1r3c2		7	0		
1017135	忍者裤子（红色）	EquipName_1017135	6	7	235	0	ui://2opvcgqb9m1r3cb		7	0	10424	
1017136	忍者鞋子（红色）	EquipName_1017136	7	7	236	0	ui://2opvcgqb9m1r3bu		7	0	10425	
1017137	暗杀裹手（红色）	EquipName_1017137	3	7	237	0	ui://2opvcgqb9m1r3c1		22	0		
1017138	胧影勾玉（红色）	EquipName_1017138	1	7	238	0	ui://2opvcgqb9m1r3bx		22	0		
1017139	断息指环（红色）	EquipName_1017139	8	7	239	0	ui://2opvcgqb9m1r3bw		22	0		
1017140	忍者披风（红色）	EquipName_1017140	9	7	240	0	ui://2opvcgqbkry03en			0	10426	
1017141	灵风头盔（红色）	EquipName_1017141	0	7	241	0	ui://2opvcgqbdweg2yn		8	0	10711	
1017142	灵风胸甲（红色）	EquipName_1017142	2	7	242	0	ui://2opvcgqbdweg2yp		8	0	10713	
1017143	灵风手套（红色）	EquipName_1017143	4	7	243	0	ui://2opvcgqbdweg2yo		8	0	10712	
1017144	灵风腰带（红色）	EquipName_1017144	5	7	244	0	ui://2opvcgqbdweg2yr		8	0		
1017145	灵风裤子（红色）	EquipName_1017145	6	7	245	0	ui://2opvcgqbdweg2yl		8	0	10714	
1017146	灵风鞋子（红色）	EquipName_1017146	7	7	246	0	ui://2opvcgqbdweg30f		8	0	10715	
1017147	羽织护腕（红色）	EquipName_1017147	3	7	247	0	ui://2opvcgqbdweg2yq		23	0		
1017148	风语吊坠（红色）	EquipName_1017148	1	7	248	0	ui://2opvcgqbdweg2ym		23	0		
1017149	风痕之戒（红色）	EquipName_1017149	8	7	249	0	ui://2opvcgqbdweg2zs		23	0		
1017150	灵风披风（红色）	EquipName_1017150	9	7	250	0	ui://2opvcgqbkry03eu			0	10706	
1017151	暗影头盔（红色）	EquipName_1017151	0	7	251	0	ui://2opvcgqbdweg2yw		9	0	10721	
1017152	暗影胸甲（红色）	EquipName_1017152	2	7	252	0	ui://2opvcgqbdweg2yy		9	0	10723	
1017153	暗影手套（红色）	EquipName_1017153	4	7	253	0	ui://2opvcgqbdweg2yx		9	0	10722	
1017154	暗影腰带（红色）	EquipName_1017154	5	7	254	0	ui://2opvcgqbdweg2z0		9	0		
1017155	暗影裤子（红色）	EquipName_1017155	6	7	255	0	ui://2opvcgqbdweg2yu		9	0	10724	
1017156	暗影鞋子（红色）	EquipName_1017156	7	7	256	0	ui://2opvcgqbdweg2ys		9	0	10725	
1017157	暗缚裹腕（红色）	EquipName_1017157	3	7	257	0	ui://2opvcgqbdweg2yz		24	0		
1017158	影核之心（红色）	EquipName_1017158	1	7	258	0	ui://2opvcgqbdweg2yv		24	0		
1017159	幽影之戒（红色）	EquipName_1017159	8	7	259	0	ui://2opvcgqbdweg2yt		24	0		
1017161	愤怒头盔（红色）	EquipName_1017161	0	7	261	0	ui://2opvcgqb9m1r39p		10	0	10601	
1017162	愤怒胸甲（红色）	EquipName_1017162	2	7	262	0	ui://2opvcgqb9m1r39r		10	0	10603	
1017163	愤怒手套（红色）	EquipName_1017163	4	7	263	0	ui://2opvcgqb9m1r39q		10	0	10602	
1017164	愤怒腰带（红色）	EquipName_1017164	5	7	264	0	ui://2opvcgqb9m1r39t		10	0		
1017165	愤怒裤子（红色）	EquipName_1017165	6	7	265	0	ui://2opvcgqb9m1r39n		10	0	10604	
1017166	愤怒鞋子（红色）	EquipName_1017166	7	7	266	0	ui://2opvcgqb9m1r39l		10	0	10605	
1017167	怒痕护腕（红色）	EquipName_1017167	3	7	267	0	ui://2opvcgqb9m1r39s		25	0		
1017168	怒焰心坠（红色）	EquipName_1017168	1	7	268	0	ui://2opvcgqb9m1r39o		25	0		
1017169	怒火焚戒（红色）	EquipName_1017169	8	7	269	0	ui://2opvcgqb9m1r39m		25	0		
1017171	恐惧头盔（红色）	EquipName_1017171	0	7	271	0	ui://2opvcgqb9m1r3d3		11	0	10541	
1017172	恐惧胸甲（红色）	EquipName_1017172	2	7	272	0	ui://2opvcgqb9m1r3d5		11	0	10543	
1017173	恐惧手套（红色）	EquipName_1017173	4	7	273	0	ui://2opvcgqb9m1r3d4		11	0	10542	
1017174	恐惧腰带（红色）	EquipName_1017174	5	7	274	0	ui://2opvcgqb9m1r3d7		11	0		
1017175	恐惧裤子（红色）	EquipName_1017175	6	7	275	0	ui://2opvcgqb9m1r3d1		11	0	10544	
1017176	恐惧鞋子（红色）	EquipName_1017176	7	7	276	0	ui://2opvcgqb9m1r3cz		11	0	10545	
1017177	深渊缠腕（红色）	EquipName_1017177	3	7	277	0	ui://2opvcgqb9m1r3d6		26	0		
1017178	梦魇吊坠（红色）	EquipName_1017178	1	7	278	0	ui://2opvcgqb9m1r3d2		26	0		
1017179	战栗之戒（红色）	EquipName_1017179	8	7	279	0	ui://2opvcgqb9m1r3d0		26	0		
1017181	厄运头盔（红色）	EquipName_1017181	0	7	281	0	ui://2opvcgqb9m1r39y		13	0	10661	
1017182	厄运胸甲（红色）	EquipName_1017182	2	7	282	0	ui://2opvcgqb9m1r3af		13	0	10663	
1017183	厄运手套（红色）	EquipName_1017183	4	7	283	0	ui://2opvcgqb9m1r3a0		13	0	10662	
1017184	厄运腰带（红色）	EquipName_1017184	5	7	284	0	ui://2opvcgqb9m1r3a2		13	0		
1017185	厄运裤子（红色）	EquipName_1017185	6	7	285	0	ui://2opvcgqb9m1r39w		13	0	10664	
1017186	厄运鞋子（红色）	EquipName_1017186	7	7	286	0	ui://2opvcgqb9m1r39u		13	0	10665	
1017187	诅咒缠腕（红色）	EquipName_1017187	3	7	287	0	ui://2opvcgqb9m1r3a1		28	0		
1017188	永咒厄坠（红色）	EquipName_1017188	1	7	288	0	ui://2opvcgqb9m1r39x		28	0		
1017189	命劫之戒（红色）	EquipName_1017189	8	7	289	0	ui://2opvcgqb9m1r39w		28	0		
1017191	君王头盔（红色）	EquipName_1017191	0	7	291	0	ui://2opvcgqb9m1r3al		12	0	10721	
1017192	君王胸甲（红色）	EquipName_1017192	2	7	292	0	ui://2opvcgqb9m1r3an		12	0	10723	
1017193	君王手套（红色）	EquipName_1017193	4	7	293	0	ui://2opvcgqb9m1r3am		12	0	10722	
1017194	君王腰带（红色）	EquipName_1017194	5	7	294	0	ui://2opvcgqb9m1r3ap		12	0		
1017195	君王裤子（红色）	EquipName_1017195	6	7	295	0	ui://2opvcgqb9m1r3aj		12	0	10724	
1017196	君王鞋子（红色）	EquipName_1017196	7	7	296	0	ui://2opvcgqb9m1r3da		12	0	10725	
1017197	神谕臂铠（红色）	EquipName_1017197	3	7	297	0	ui://2opvcgqb9m1r3ao		27	0		
1017198	天命星坠（红色）	EquipName_1017198	1	7	298	0	ui://2opvcgqb9m1r3ak		27	0		
1017199	至尊华戒（红色）	EquipName_1017199	8	7	299	0	ui://2opvcgqb9m1r3be		27	0		
1017200	君王披风（红色）	EquipName_1017200	9	7	300	0	ui://2opvcgqbkry03et			0	10726	
1017201	追猎者头盔（红色）	EquipName_1017201	0	7	301	0	ui://2opvcgqb9m1r3b3		14	0	10651	
1017202	追猎者胸甲（红色）	EquipName_1017202	2	7	302	0	ui://2opvcgqb9m1r3b5		14	0	10653	
1017203	追猎者手套（红色）	EquipName_1017203	4	7	303	0	ui://2opvcgqb9m1r3b4		14	0	10652	
1017204	追猎者腰带（红色）	EquipName_1017204	5	7	304	0	ui://2opvcgqb9m1r3b7		14	0		
1017205	追猎者裤子（红色）	EquipName_1017205	6	7	305	0	ui://2opvcgqb9m1r3b1		14	0		
1017206	追猎者鞋子（红色）	EquipName_1017206	7	7	306	0	ui://2opvcgqb9m1r3az		14	0	10655	
1017207	猎杀缚腕（红色）	EquipName_1017207	3	7	307	0	ui://2opvcgqb9m1r3b6		29	0		
1017208	狩猎之心（红色）	EquipName_1017208	1	7	308	0	ui://2opvcgqb9m1r3b2		29	0		
1017209	猎物之瞳（红色）	EquipName_1017209	8	7	309	0	ui://2opvcgqb9m1r3b0		29	0		
1017210	追猎者披风（红色）	EquipName_1017210	9	7	310	0	ui://2opvcgqbkry03er			0	10656	
1017211	瘟疫头盔（红色）	EquipName_1017211	0	7	311	0	ui://2opvcgqb9m1r3ai		15	0	10671	
1017212	瘟疫胸甲（红色）	EquipName_1017212	2	7	312	0	ui://2opvcgqb9m1r3ah		15	0	10673	
1017213	瘟疫手套（红色）	EquipName_1017213	4	7	313	0	ui://2opvcgqb9m1r3ax		15	0	10672	
1017214	瘟疫腰带（红色）	EquipName_1017214	5	7	314	0	ui://2opvcgqb9m1r3bb		15	0		
1017215	瘟疫裤子（红色）	EquipName_1017215	6	7	315	0	ui://2opvcgqb9m1r3ba		15	0	10674	
1017216	瘟疫鞋子（红色）	EquipName_1017216	7	7	316	0	ui://2opvcgqb9m1r3b8		15	0	10675	
1017217	腐朽缚腕（红色）	EquipName_1017217	3	7	317	0	ui://2opvcgqb9m1r39z		30	0		
1017218	疫病之源（红色）	EquipName_1017218	1	7	318	0	ui://2opvcgqb9m1r3bc		30	0		
1017219	腐朽印戒（红色）	EquipName_1017219	8	7	319	0	ui://2opvcgqb9m1r3b9		30	0		
1018001	游侠头盔（彩色）	EquipName_1014001	0	8	101	0	ui://2opvcgqbdweg306			0	10401	
1018002	游侠胸甲（彩色）	EquipName_1014002	2	8	102	0	ui://2opvcgqbdweg308			0		
1018003	游侠手套（彩色）	EquipName_1014003	4	8	103	0	ui://2opvcgqbdweg307			0	10403	
1018004	游侠腰带（彩色）	EquipName_1014004	5	8	104	0	ui://2opvcgqbdweg30a			0		
1018005	游侠裤子（彩色）	EquipName_1014005	6	8	105	0	ui://2opvcgqbdweg304			0	10402	
1018006	游侠鞋子（彩色）	EquipName_1014006	7	8	106	0	ui://2opvcgqbdweg302			0		
1018007	软皮护腕（彩色）	EquipName_1014007	3	8	107	0	ui://2opvcgqbdweg309			0	10404	
1018008	游隼羽坠（彩色）	EquipName_1014008	1	8	108	0	ui://2opvcgqbdweg305			0	10405	
1018009	猎弦指环（彩色）	EquipName_1014009	8	8	109	0	ui://2opvcgqbdweg303			0		
1018011	角斗士头盔（彩色）	EquipName_1014011	0	8	111	0	ui://2opvcgqbdweg2zx		1	0	10411	
1018012	角斗士胸甲（彩色）	EquipName_1014012	2	8	112	0	ui://2opvcgqbdweg2zz		1	0		
1018013	角斗士手套（彩色）	EquipName_1014013	4	8	113	0	ui://2opvcgqbdweg2zy		1	0	10413	
1018014	角斗士腰带（彩色）	EquipName_1014014	5	8	114	0	ui://2opvcgqbdweg301		1	0		
1018015	角斗士裤子（彩色）	EquipName_1014015	6	8	115	0	ui://2opvcgqbdweg2zv		1	0	10412	
1018016	角斗士鞋子（彩色）	EquipName_1014016	7	8	116	0	ui://2opvcgqbdweg2z6		1	0		
1018017	碎骨缚腕（彩色）	EquipName_1014017	3	8	117	0	ui://2opvcgqbdweg300		16	0	10414	
1018018	铁棘指环（彩色）	EquipName_1014018	1	8	118	0	ui://2opvcgqbdweg2zw		16	0	10415	
1018019	斗兽徽记（彩色）	EquipName_1014019	8	8	119	0	ui://2opvcgqbdweg2z7		16	0		
1018020	角斗士披风（彩色）	EquipName_1014020	9	8	120	0	ui://2opvcgqbkry03ep			0	10416	
1018021	勇气头盔（彩色）	EquipName_1014021	0	8	121	0	ui://2opvcgqb9m1r3c7			0	10431	
1018022	勇气胸甲（彩色）	EquipName_1014022	2	8	122	0	ui://2opvcgqb9m1r3c9			0		
1018023	勇气手套（彩色）	EquipName_1014023	4	8	123	0	ui://2opvcgqb9m1r3c8			0	10433	
1018024	勇气腰带（彩色）	EquipName_1014024	5	8	124	0	ui://2opvcgqb9m1r39k			0		
1018025	勇气裤子（彩色）	EquipName_1014025	6	8	125	0	ui://2opvcgqb9m1r3c5			0	10432	
1018026	勇气鞋子（彩色）	EquipName_1014026	7	8	126	0	ui://2opvcgqb9m1r3c3			0		
1018027	铁箍护腕（彩色）	EquipName_1014027	3	8	127	0	ui://2opvcgqb9m1r3ca			0	10434	
1018028	狮心吊坠（彩色）	EquipName_1014028	1	8	128	0	ui://2opvcgqb9m1r3c6			0	10435	
1018029	誓言指环（彩色）	EquipName_1014029	8	8	129	0	ui://2opvcgqb9m1r3c4			0		
1018031	无畏头盔（彩色）	EquipName_1015031	0	8	131	0	ui://2opvcgqbdweg2ye			0	10511	
1018032	无畏胸甲（彩色）	EquipName_1015032	2	8	132	0	ui://2opvcgqbdweg2yg			0		
1018033	无畏手套（彩色）	EquipName_1015033	4	8	133	0	ui://2opvcgqbdweg2yf			0	10513	
1018034	无畏腰带（彩色）	EquipName_1015034	5	8	134	0	ui://2opvcgqbdweg2z5			0		
1018035	无畏裤子（彩色）	EquipName_1015035	6	8	135	0	ui://2opvcgqbdweg2yc			0	10512	
1018036	无畏鞋子（彩色）	EquipName_1015036	7	8	136	0	ui://2opvcgqbdweg2ya			0		
1018037	铁壁护腕（彩色）	EquipName_1015037	3	8	137	0	ui://2opvcgqbdweg2z4			0	10514	
1018038	狮鹫徽记（彩色）	EquipName_1015038	1	8	138	0	ui://2opvcgqbdweg2yd			0	10515	
1018039	不屈指环（彩色）	EquipName_1015039	8	8	139	0	ui://2opvcgqbdweg2yb			0		
1018041	湮灭头盔（彩色）	EquipName_1015041	0	8	141	0	ui://2opvcgqb9m1r3d9			0	10521	
1018042	湮灭胸甲（彩色）	EquipName_1015042	2	8	142	0	ui://2opvcgqb9m1r3cw			0		
1018043	湮灭手套（彩色）	EquipName_1015043	4	8	143	0	ui://2opvcgqb9m1r3cv			0	10523	
1018044	湮灭腰带（彩色）	EquipName_1015044	5	8	144	0	ui://2opvcgqb9m1r3cy			0		
1018045	湮灭裤子（彩色）	EquipName_1015045	6	8	145	0	ui://2opvcgqb9m1r3cs			0	10522	
1018046	湮灭鞋子（彩色）	EquipName_1015046	7	8	146	0	ui://2opvcgqb9m1r3cq			0		
1018047	暗蚀护腕（彩色）	EquipName_1015047	3	8	147	0	ui://2opvcgqb9m1r3cx			0	10524	
1018048	虚空之眼（彩色）	EquipName_1015048	1	8	148	0	ui://2opvcgqb9m1r3cu			0	10525	
1018049	凋零指环（彩色）	EquipName_1015049	8	8	149	0	ui://2opvcgqb9m1r3cr			0		
1018051	近卫头盔（彩色）	EquipName_1015051	0	8	151	0	ui://2opvcgqb9m1r3bf		2	0	10531	
1018052	近卫胸甲（彩色）	EquipName_1015052	2	8	152	0	ui://2opvcgqb9m1r3bg		2	0		
1018053	近卫手套（彩色）	EquipName_1015053	4	8	153	0	ui://2opvcgqb9m1r3cc		2	0	10533	
1018054	近卫腰带（彩色）	EquipName_1015054	5	8	154	0	ui://2opvcgqb9m1r3cg		2	0		
1018055	近卫裤子（彩色）	EquipName_1015055	6	8	155	0	ui://2opvcgqb9m1r3ae		2	0	10532	
1018056	近卫鞋子（彩色）	EquipName_1015056	7	8	156	0	ui://2opvcgqb9m1r3ac		2	0		
1018057	鸢盾护腕（彩色）	EquipName_1015057	3	8	157	0	ui://2opvcgqb9m1r3cf		17	0	10534	
1018058	守护徽章（彩色）	EquipName_1015058	1	8	158	0	ui://2opvcgqb9m1r3ag		17	0	10535	
1018059	忠诚指环（彩色）	EquipName_1015059	8	8	159	0	ui://2opvcgqb9m1r3ad		17	0		
